O, D, AMOEBA, FlowValue
148, 1, 0, 0.153901811
45, 60, -1, 0.404413493
31, 121, -1, 0.075974167
45, 77, -1, 0.06900382
13, 100, -1, 0.014955481
90, 131, 0, 0.163612695
3, 146, -1, 0.782722643
110, 49, 0, 0.160487488
41, 33, 0, 5.411194806
104, 138, -1, 0.281192071
12, 51, 0, 0.642909873
138, 146, -1, 0.092748042
126, 32, 0, 1.466408484
146, 34, 0, 1.274842294
140, 145, 0, 0.107437575
4, 43, -1, 0.172200717
46, 31, -1, 0.166653428
56, 133, -1, 0.611535212
44, 17, 0, 0.458464925
136, 140, -1, 0.966704336
138, 45, -1, 0.668690442
148, 7, -1, 0.172895751
141, 80, -1, 0.281895178
108, 133, -1, 0.424397724
146, 29, 0, 1.814184459
3, 128, 0, 2.127040717
135, 82, -1, 0.22682701
140, 31, 0, 0.196314417
82, 51, 0, 3.161163397
58, 45, -1, 0.434564
26, 82, -1, 0.132014281
27, 64, -1, 0.142180423
83, 31, -1, 0.30250116
12, 33, 0, 0.809298989
35, 128, -1, 0.07843935
148, 30, -1, 0.128881161
62, 49, 0, 0.359561035
126, 82, 0, 7.146034299
146, 20, 0, 1.504519506
77, 33, 0, 13.64533426
23, 101, -1, 0.018843054
8, 77, 0, 0.052494074
82, 44, 0, 1.300634674
71, 82, -1, 0.105765214
1, 50, -1, 0.074321111
39, 101, -1, 0.146774523
135, 75, 0, 0.612881913
11, 121, 0, 0.216504248
72, 121, 0, 0.215047142
145, 101, -1, 0.059338094
122, 73, -1, 0.799298895
123, 77, 0, 0.438916274
51, 79, 0, 3.338672994
45, 32, -1, 0.389824353
13, 55, -1, 0.002546169
139, 52, 0, 22.59010742
116, 82, -1, 0.40069432
72, 17, 0, 0.231825142
71, 75, 0, 2.143315747
114, 33, -1, 0.596370792
46, 42, -1, 0.17127804
135, 64, 0, 0.421385416
144, 72, -1, 0.092264552
145, 94, -1, 0.658702504
93, 107, 0, 8.049381849
83, 45, 0, 4.364775033
6, 70, 0, 1.935003775
123, 51, 0, 0.073660235
13, 48, -1, 0.125095032
141, 123, -1, 0.13118718
35, 31, -1, 0.043860019
96, 31, 0, 0.248597351
23, 123, -1, 0.178232233
8, 123, 0, 0.183076948
11, 61, 0, 2.536849095
71, 64, -1, 0.168415011
80, 72, 0, 0.069500775
115, 11, -1, 0.794466636
79, 49, 0, 0.840167098
138, 126, -1, 0.63492288
122, 91, -1, 0.057815358
5, 73, -1, 0.298457885
148, 43, -1, 0.088840169
102, 77, -1, 0.425251389
35, 101, -1, 0.095481886
39, 131, 0, 0.220766599
64, 79, 0, 6.650989895
63, 9, 0, 1.11119324
11, 31, 0, 0.219078011
50, 46, 0, 1.063983439
72, 31, 0, 0.248689811
39, 16, 0, 0.638216735
80, 79, 0, 1.774380651
145, 72, -1, 0.026744924
147, 83, -1, 0.240444065
4, 133, -1, 0.071030302
27, 44, -1, 0.29533145
138, 121, -1, 0.145030811
47, 33, 0, 0.666685937
123, 80, 0, 0.416741814
150, 31, -1, 0.349920625
55, 33, -1, 0.659831799
116, 49, -1, 0.173111724
45, 11, -1, 0.073226283
31, 72, -1, 0.106868584
96, 45, -2, 0.34981574
149, 29, -1, 0.087831618
136, 62, 0, 1.10027867
124, 32, 0, 0.291586674
48, 31, -1, 0.093301421
11, 101, 0, 0.925041696
125, 31, -1, 0.166124213
143, 31, 0, 0.165705797
122, 109, -1, 0.013350885
34, 49, -1, 0.335059431
108, 72, -1, 0.13121915
55, 62, -1, 0.667421766
23, 17, -1, 0.071721464
84, 33, 0, 0.353846198
31, 49, -1, 0.107211712
74, 91, 0, 3.92211473
43, 50, -1, 0.165531449
8, 16, 0, 0.070206962
29, 123, 0, 0.057004754
50, 32, -1, 0.126252821
100, 48, 0, 1.965366371
29, 75, -2, 0.456626163
140, 49, -1, 0.297377883
143, 100, 0, 0.392230781
112, 51, -1, 0.194389118
134, 100, -1, 0.197908101
50, 72, -1, 0.0642402
149, 47, -1, 0.096991157
43, 43, 0, 1.173576049
45, 142, -1, 0.868349327
29, 116, 0, 0.297878379
53, 126, -1, 0.32106514
78, 110, 0, 12.97886094
27, 130, -1, 0.878959367
145, 51, -1, 0.173954829
93, 72, 0, 0.218234132
9, 73, 0, 7.814123048
35, 83, -1, 0.345175229
96, 49, -1, 0.196287312
32, 21, -1, 0.667638384
13, 77, -1, 0.089824119
146, 101, 0, 0.389552203
75, 73, 0, 1.24672631
149, 40, -1, 0.007329286
45, 135, -1, 0.047490441
29, 77, 0, 0.07061085
139, 78, 0, 20.84129305
70, 145, -1, 0.327623054
2, 145, -1, 0.426845155
78, 113, 0, 26.26373687
79, 109, 0, 0.955336672
26, 27, 0, 3.340591803
136, 55, 0, 1.343186723
123, 143, 0, 0.049429684
135, 33, 0, 1.037907451
112, 33, -1, 0.341671252
19, 80, -1, 0.233139705
148, 103, -1, 0.344247499
138, 29, 0, 3.364405186
87, 82, -1, 0.175755029
56, 51, 0, 1.225648644
64, 51, 0, 0.337035497
46, 135, -1, 0.056599338
84, 62, -1, 0.693227648
32, 44, -1, 0.464731912
13, 70, -1, 0.046105727
70, 121, 0, 1.213827717
149, 49, -1, 0.171006609
132, 31, 0, 1.337284652
45, 128, -1, 0.066726167
11, 48, 0, 0.229113203
39, 45, -1, 0.703652188
100, 45, -1, 0.959291137
145, 45, -1, 0.427321964
148, 110, -1, 0.102566109
150, 131, 0, 0.262514348
11, 73, 0, 1.125331108
88, 17, 0, 0.99115301
46, 142, 0, 0.239701783
4, 73, -1, 0.20457363
13, 56, -1, 0.009882549
116, 131, 0, 0.153293349
9, 130, 0, 9.300545068
135, 123, -1, 0.17444637
1, 115, -1, 0.123243965
2, 99, 0, 1.11096524
148, 134, 0, 0.875799469
115, 77, -1, 0.153177522
133, 33, 0, 1.350307095
122, 25, -1, 0.052889994
51, 31, 0, 0.077137981
32, 31, -1, 0.099174833
81, 62, 0, 2.709743267
134, 64, -1, 0.990371723
27, 6, -1, 0.878726344
136, 121, -1, 0.05784779
46, 145, -1, 0.077369069
102, 18, 0, 2.618622493
141, 131, 0, 0.222188259
71, 123, -1, 0.589722952
91, 146, 0, 0.656133017
36, 62, -1, 0.794415713
2, 122, -1, 0.193057159
118, 45, 0, 1.314952973
122, 32, -1, 0.124408624
16, 66, 0, 4.568037361
145, 31, -1, 0.129632361
136, 145, -1, 0.361282296
27, 31, -1, 0.134134929
95, 123, 0, 0.57229872
32, 49, -1, 0.255738196
71, 112, 0, 0.490129152
146, 73, 0, 0.908269049
40, 17, 0, 0.119438839
39, 75, -1, 0.10119888
116, 145, -1, 0.117266857
99, 123, 0, 0.196267039
100, 75, -1, 1.05772965
46, 11, -1, 0.324540662
145, 135, -1, 0.071591166
97, 49, -1, 0.151651158
134, 32, -1, 0.045694417
27, 103, -1, 0.726801625
52, 101, -1, 0.102258029
108, 10, -1, 0.624777815
128, 72, -1, 0.136375657
148, 123, -1, 0.119376732
11, 17, 0, 0.15587514
27, 20, -1, 0.263069802
138, 49, -1, 0.176236457
8, 145, 0, 0.030189137
146, 49, 0, 2.438166691
132, 108, -1, 0.467522389
23, 64, -1, 0.060496073
8, 82, 0, 0.059512268
64, 31, 0, 0.154104819
45, 83, -1, 0.141168715
32, 72, -1, 0.168808441
39, 64, -1, 0.212050393
150, 77, 0, 2.342762569
8, 33, 0, 0.490165646
48, 72, -1, 0.097834056
144, 118, -1, 0.071217998
145, 120, -1, 0.061376277
122, 50, -1, 0.193993775
123, 17, 0, 0.074827463
91, 72, 0, 0.605516237
15, 49, -1, 0.390019604
82, 64, 0, 2.80467572
13, 99, -1, 0.719357705
90, 128, 0, 0.558505355
40, 31, 0, 0.111626406
4, 45, -1, 0.597088995
46, 21, -1, 0.033475406
147, 40, -1, 0.645349572
80, 5, 0, 1.118089617
81, 137, 0, 1.231669274
33, 145, -2, 0.122289684
30, 109, 0, 2.744448187
13, 11, -1, 0.172910458
126, 33, 0, 0.125281935
23, 86, -1, 0.16628103
149, 103, -1, 0.098406804
45, 63, -1, 0.08638164
131, 45, 0, 1.173857099
81, 130, 0, 1.246847327
138, 91, 0, 3.278604802
23, 11, -1, 0.230042056
52, 114, -1, 0.642322383
148, 16, -1, 0.042917802
141, 79, 0, 3.537375727
55, 116, 0, 1.746305449
2, 10, -1, 0.11890351
63, 20, 0, 0.079527635
102, 49, -1, 0.347139485
71, 84, -1, 0.955339284
115, 134, 0, 3.583317998
80, 100, -1, 0.096938597
26, 32, -1, 0.299281226
63, 101, 0, 0.06446004
46, 39, -1, 0.267405904
26, 83, -1, 0.20127706
148, 31, -1, 0.357212958
48, 123, -1, 0.120420593
10, 24, 0, 1.797154721
141, 72, -1, 0.127897467
3, 123, -1, 0.569376866
63, 29, 0, 0.354078513
124, 29, 0, 3.00353972
51, 33, 0, 0.272668467
145, 100, -1, 0.258285517
112, 17, -1, 0.072911786
93, 17, 0, 0.479385515
61, 72, 0, 1.210057318
108, 101, -1, 0.244821549
128, 43, 0, 0.416164225
19, 121, -1, 0.152816212
148, 38, -1, 0.207129551
45, 31, -1, 0.181986497
23, 125, -1, 0.104304235
26, 131, 0, 0.458549819
8, 36, 0, 0.48510228
100, 29, -1, 0.566742833
46, 49, -1, 0.15604792
144, 73, -1, 0.023977464
145, 93, -1, 0.497274665
19, 17, -1, 0.511659795
122, 81, 0, 1.516390059
19, 126, -1, 0.099896852
148, 45, -1, 0.302799182
59, 23, 0, 2.906774162
23, 5, -1, 0.308902589
84, 21, -1, 0.244877219
123, 50, 0, 0.1114319
146, 7, 0, 2.696538925
39, 133, -1, 0.56259002
4, 121, -1, 0.59545219
116, 83, -1, 0.438611455
136, 49, -1, 0.156462278
28, 103, -1, 0.258272567
104, 48, -1, 0.44691786
50, 52, 0, 1.138953035
144, 49, -1, 0.149995948
57, 94, 0, 6.521110086
149, 123, -1, 0.095870222
80, 73, 0, 0.243832612
99, 138, -1, 0.221900839
46, 56, -1, 0.180714827
144, 64, -1, 0.043064925
128, 138, 0, 3.847814389
22, 33, 0, 8.98611084
19, 135, -1, 0.108122985
131, 20, 0, 2.435595102
23, 2, 0, 0.423951944
45, 17, -1, 0.012039341
49, 86, 0, 7.107967811
87, 33, 0, 0.536142658
95, 33, -2, 0.654811237
134, 146, -1, 0.263835895
135, 32, 0, 1.499823398
48, 138, -1, 0.612667512
104, 55, -1, 0.307765303
32, 121, -1, 0.090612751
144, 40, -1, 0.110672596
26, 4, 0, 0.843520577
46, 67, 0, 2.345825001
19, 31, -1, 0.205310863
147, 82, -1, 1.054359003
97, 121, 0, 2.31051028
78, 133, 0, 0.26528296
100, 146, 0, 2.495238892
87, 73, 0, 0.692536595
108, 82, -1, 0.770230368
91, 10, 0, 1.122354028
148, 51, -1, 0.142414249
116, 50, -1, 0.04889215
6, 49, 0, 0.152402549
13, 33, -1, 0.049308439
87, 62, 0, 0.809849367
149, 28, 0, 0.089659034
82, 17, 0, 0.459134346
63, 49, 0, 0.22445552
104, 62, 0, 3.15984954
124, 33, 0, 1.401276
2, 133, -1, 0.101385108
150, 117, 0, 3.863882147
46, 74, 0, 1.565418612
11, 100, 0, 0.143803594
29, 131, 0, 1.042010244
108, 73, -1, 0.093777423
50, 78, 0, 0.078319075
141, 101, -1, 0.147719699
146, 112, 0, 8.403069912
40, 72, 0, 0.127906024
149, 37, 0, 1.78898062
8, 17, 0, 0.009362356
63, 62, 0, 0.346483044
80, 62, 0, 0.814676645
100, 49, -1, 0.031863993
108, 49, -1, 0.129615224
54, 29, 0, 0.272252652
19, 45, -1, 0.368575673
148, 82, -1, 0.371076945
24, 32, 0, 0.944999193
108, 64, -1, 0.11943199
59, 51, -1, 0.226783194
6, 35, 0, 3.865919816
45, 124, -1, 0.14213137
50, 73, -1, 0.09766324
126, 121, 0, 0.612953435
136, 45, -1, 0.581063262
28, 75, 0, 2.76884731
11, 5, 0, 5.844697663
139, 72, 0, 1.438133874
75, 32, 0, 0.111578429
46, 84, -1, 0.176210667
11, 146, 0, 0.249220293
123, 137, 0, 0.016420813
108, 40, -1, 0.236098757
77, 141, 0, 8.661340212
137, 131, 0, 0.85897693
31, 145, -1, 0.313743533
59, 72, -1, 0.114661746
25, 72, -1, 0.081229752
89, 43, 3, 32.30768685
96, 51, 0, 0.298499614
149, 55, -1, 0.015799157
132, 17, -1, 0.016702287
8, 31, 0, 0.532987257
100, 80, 0, 0.201939674
150, 30, -1, 0.728543906
140, 32, 0, 0.342324146
52, 130, -1, 0.079035824
118, 72, 0, 0.028538585
87, 123, -1, 0.522650854
52, 49, -1, 0.126199099
132, 137, -1, 0.209655189
93, 40, 0, 1.27615233
50, 123, -1, 0.067775199
35, 40, -1, 0.460860121
149, 48, -1, 0.089767338
11, 51, 0, 0.417206291
140, 72, 0, 0.03430858
1, 121, -1, 0.063571409
2, 105, 0, 3.229851152
147, 45, 0, 1.116224701
122, 31, -1, 0.51192277
145, 44, -1, 0.1107994
19, 64, -1, 0.02877187
150, 128, -1, 0.040732466
10, 72, 0, 0.217284087
35, 64, -1, 0.088285497
54, 145, -2, 0.212909258
28, 33, 0, 0.133835047
99, 51, -1, 0.214073575
63, 82, 0, 0.140362881
28, 80, -1, 0.646956843
85, 33, 0, 1.022925176
53, 72, -1, 0.2735743
93, 33, -2, 0.358778722
150, 40, -1, 0.72409114
137, 37, 0, 0.839178656
46, 105, -1, 0.229202094
17, 82, 0, 0.490275712
19, 73, -1, 0.053398168
41, 84, 0, 3.235350256
141, 49, -1, 0.085538741
4, 95, -1, 0.437415966
23, 77, -1, 0.231228898
49, 101, 0, 1.206560639
31, 29, -1, 0.104012763
40, 43, 0, 1.8540118
4, 49, -1, 0.329213539
100, 77, -1, 0.180156454
63, 91, 0, 0.034504866
144, 121, -1, 0.236803882
71, 11, -1, 0.320207024
1, 75, -1, 0.71930364
2, 123, -1, 0.010696408
8, 131, 0, 0.111814054
118, 34, 0, 15.56266426
122, 33, -1, 0.123559725
13, 142, -1, 0.309501575
19, 78, 0, 0.144522864
150, 146, -1, 0.247318581
13, 31, -1, 0.08927597
13, 112, -1, 0.007490595
68, 123, 0, 0.329451294
149, 75, -1, 0.191639287
80, 121, 0, 0.310136116
63, 64, 0, 0.571183355
29, 80, 0, 0.34825386
46, 123, -1, 0.025460016
122, 40, -1, 0.106936745
13, 135, -1, 0.236975054
17, 76, 0, 0.328218568
145, 23, 0, 1.352083302
128, 73, 0, 0.05316141
148, 4, -1, 0.065087351
2, 44, -1, 0.349616741
149, 19, -1, 0.015540521
10, 101, 0, 1.724779212
138, 62, -1, 0.079957112
146, 46, 0, 7.961022295
132, 109, -1, 0.0433935
25, 45, 0, 1.447551426
50, 31, -1, 0.462648546
103, 121, 0, 2.098846869
4, 39, -1, 0.101008808
48, 73, -1, 0.115683077
29, 41, 0, 0.292400012
143, 33, 0, 0.985106972
2, 77, -1, 0.134948248
104, 133, -1, 0.107153171
136, 128, 0, 0.690920797
13, 17, -1, 0.021932413
108, 145, -1, 0.87802083
146, 41, 0, 0.490315412
45, 75, -1, 0.110282044
1, 45, -1, 0.097702443
129, 16, 0, 0.390069129
4, 46, 0, 1.235266934
48, 64, -1, 0.106854976
104, 125, -1, 0.215795596
36, 84, 0, 1.417122892
84, 131, 0, 0.566772259
104, 140, 0, 1.189175878
17, 62, 0, 2.723031165
148, 10, -1, 0.048380819
134, 45, -1, 0.124548256
45, 51, -1, 0.125538536
83, 128, 0, 5.818688092
13, 10, -1, 0.142794992
108, 136, 0, 1.103705151
45, 68, -1, 0.140921415
50, 17, -1, 0.233951627
4, 21, -1, 0.416226717
80, 110, -1, 0.827071603
46, 29, -1, 0.488533855
104, 100, -1, 0.42744281
144, 101, -1, 0.111780636
143, 55, 0, 0.439944218
36, 83, 0, 4.197973491
26, 73, -1, 0.055733858
9, 55, 0, 3.135000953
84, 138, -1, 0.382207821
148, 17, -1, 0.031477856
24, 31, 0, 1.52115163
45, 44, -1, 0.094499312
138, 43, -1, 0.437128035
13, 3, -1, 0.287403333
74, 51, 0, 0.405565625
8, 72, 0, 0.009254831
64, 101, 0, 0.258320644
108, 21, -1, 0.285870803
84, 145, -1, 0.037163257
12, 35, 0, 5.999473066
134, 31, -1, 0.337949184
63, 45, 0, 1.149871902
149, 7, -1, 0.204286226
80, 92, 0, 6.248494497
50, 146, -1, 0.757011105
135, 96, 0, 21.57038879
22, 20, 0, 5.087859128
27, 91, -1, 0.153648376
47, 112, 0, 8.102263412
6, 77, 0, 0.538544845
120, 33, 0, 1.667843574
123, 60, 0, 0.460624144
132, 72, -1, 0.009906278
135, 45, 0, 6.020561078
53, 31, -1, 0.964735312
149, 113, -1, 0.545840783
26, 51, -1, 0.094919838
143, 2, 0, 9.739495325
2, 40, -1, 0.213430453
5, 45, -1, 0.463310392
27, 80, 0, 1.00642707
116, 45, -1, 0.232303014
27, 126, -1, 0.319130496
141, 121, -1, 0.072739082
1, 145, -1, 0.189061217
97, 133, 0, 4.187122154
104, 49, -1, 0.227034047
107, 44, 0, 2.273498583
39, 21, -1, 0.274928857
95, 72, 0, 0.692665562
29, 31, 0, 0.152665755
87, 32, 0, 0.495840312
29, 15, 0, 0.292618872
63, 11, 0, 1.353552049
29, 103, 0, 1.248901777
50, 44, -1, 0.262333636
87, 145, 0, 0.641925236
110, 114, 0, 2.294815092
149, 131, -1, 0.066510095
46, 64, -1, 0.37653158
148, 77, -1, 0.269554672
5, 31, -1, 0.067787296
27, 46, -1, 0.653354899
87, 72, -1, 0.129826498
128, 49, 0, 0.159966584
148, 60, -1, 0.212039977
116, 51, -1, 0.629150137
50, 84, -1, 0.223877756
144, 145, -1, 0.160515074
35, 15, -1, 0.10260089
3, 86, 0, 1.557839728
29, 96, 0, 4.147345847
144, 32, -1, 0.11087224
48, 21, 0, 1.319431039
48, 17, -1, 0.118764867
29, 17, 0, 0.054221998
2, 53, -1, 0.742326252
133, 83, 0, 1.837201902
27, 39, -1, 0.85266899
138, 110, -1, 0.73056263
45, 2, 0, 0.560287984
144, 136, -1, 0.119392589
88, 113, 2, 66.84744225
149, 36, -1, 0.058397483
23, 128, -1, 0.266595922
99, 83, 0, 0.453941987
28, 77, -1, 0.356584699
29, 121, 0, 0.179950936
68, 52, 0, 15.40559128
89, 73, 3, 42.9516814
46, 82, -1, 0.280208828
108, 50, -1, 0.093348824
143, 102, 0, 1.949196719
19, 44, -1, 0.349618042
6, 145, 0, 0.392305712
27, 60, -1, 0.936759943
101, 29, 0, 0.565115986
45, 123, -1, 0.101145235
66, 128, 0, 1.689872644
89, 33, 0, 2.366690576
75, 82, 0, 2.278078336
149, 45, -1, 0.129587638
137, 49, 0, 0.072752167
122, 10, -1, 0.32021651
145, 49, -1, 0.069993379
104, 126, -1, 0.108358267
47, 62, 0, 21.93900774
123, 121, 0, 0.184451295
52, 43, -1, 0.58131894
31, 33, -1, 0.419266998
92, 49, 0, 1.233183835
20, 131, 0, 1.327611109
149, 54, -1, 0.132919875
45, 133, -1, 0.031555877
104, 20, -1, 0.006871023
32, 134, -1, 1.006691162
144, 21, -1, 0.095716799
71, 31, -1, 0.017747793
80, 45, 0, 0.630854966
7, 73, 0, 0.525941006
11, 138, 0, 0.932493567
140, 33, 0, 1.902339282
52, 131, 0, 0.365294993
108, 32, -1, 0.244154483
150, 142, 0, 0.729635466
6, 131, 0, 0.989670191
118, 73, 0, 0.433867055
141, 62, -1, 0.721833684
23, 62, -1, 0.600204064
45, 109, -1, 0.770387676
66, 146, -1, 0.417094926
32, 46, -1, 0.314146434
149, 63, -1, 0.013646098
136, 6, 0, 0.813070772
139, 121, 0, 1.296309225
124, 70, 0, 11.00617964
90, 82, 0, 3.355549782
145, 146, -1, 0.246650159
2, 102, -1, 0.241586647
108, 31, -1, 0.194182432
43, 131, 0, 2.078390021
46, 140, -1, 0.30849459
13, 125, -1, 0.214490518
4, 75, -1, 0.181006854
29, 93, 0, 1.109101272
36, 49, -1, 0.225935657
148, 128, -1, 0.054900349
122, 39, -1, 0.070923703
103, 75, 0, 6.247610227
52, 145, -1, 0.127956203
19, 72, -1, 0.229183123
101, 49, -1, 0.917431721
35, 72, -1, 0.086894669
74, 21, 0, 2.471618932
