O D Flow
66 31 98.41 
48 28 102.48 
38 91 98.32 
5 7 98.67 
35 51 102.55 
87 43 102.04 
51 10 100.50 
65 51 99.69 
38 82 102.07 
53 92 98.03 
79 11 95.95 
80 60 98.41 
48 99 99.36 
66 11 99.48 
37 9 100.73 
70 34 98.98 
43 35 99.59 
21 88 97.70 
47 79 97.42 
86 88 97.24 
92 36 99.53 
32 15 102.22 
99 28 97.44 
73 72 97.29 
99 11 101.60 
38 8 100.90 
18 3 98.51 
19 33 101.50 
46 3 99.39 
66 44 97.61 
82 36 101.70 
4 78 102.29 
17 53 105.18 
7 71 101.67 
21 71 102.97 
44 1 104.69 
10 35 100.89 
74 41 101.20 
89 89 98.02 
73 62 102.10 
25 49 98.56 
93 39 103.72 
66 41 98.67 
35 29 100.02 
31 95 101.26 
60 95 99.46 
87 28 101.54 
78 55 98.79 
99 38 97.13 
33 2 93.67 
18 13 101.18 
58 25 96.59 
97 17 103.95 
26 37 99.55 
56 40 98.08 
8 35 101.19 
60 60 98.34 
97 1 101.69 
84 6 97.75 
32 94 99.83 
50 17 97.66 
95 40 97.00 
4 64 100.78 
15 90 99.98 
21 11 100.87 
99 65 99.47 
70 70 100.46 
48 74 101.54 
50 57 99.81 
28 1 100.96 
95 61 101.95 
8 74 96.50 
14 78 99.73 
19 85 101.43 
62 83 102.20 
69 91 100.80 
99 94 100.69 
44 95 96.64 
59 69 99.41 
99 63 102.89 
38 74 101.09 
95 93 101.35 
10 80 100.06 
100 63 102.05 
62 19 102.24 
95 13 100.08 
79 67 97.83 
6 67 100.32 
81 3 102.84 
42 87 103.69 
72 47 99.48 
84 67 102.71 
5 99 103.94 
6 42 98.32 
30 69 98.64 
30 88 101.83 
45 54 97.20 
63 84 100.25 
2 81 98.43 
76 55 103.86 
80 76 102.42 
28 90 98.18 
58 95 98.12 
8 51 100.43 
66 52 99.21 
38 3 100.08 
18 23 99.40 
2 60 99.11 
10 91 97.39 
87 50 102.28 
9 1 99.50 
77 59 100.33 
88 72 100.14 
60 66 100.21 
98 51 99.76 
31 49 99.49 
81 32 103.40 
97 16 97.56 
40 42 99.42 
23 87 102.17 
23 22 99.24 
66 26 101.08 
16 62 100.82 
80 98 101.21 
37 56 98.44 
32 11 101.93 
68 10 95.41 
64 100 101.24 
59 66 95.83 
68 30 99.30 
90 89 96.36 
5 32 100.27 
92 91 98.09 
44 80 97.93 
19 25 99.22 
9 79 102.43 
6 94 95.92 
97 73 98.79 
4 37 100.62 
51 40 100.22 
74 28 102.10 
54 34 97.74 
15 12 98.72 
75 74 103.09 
30 60 100.38 
2 76 99.91 
86 41 102.61 
53 38 98.79 
55 20 100.72 
55 84 103.00 
49 53 97.27 
43 72 99.96 
2 70 101.17 
73 92 98.49 
85 100 100.31 
100 26 99.96 
18 19 100.18 
91 16 103.55 
7 75 98.92 
47 87 99.87 
36 20 100.30 
95 16 102.26 
78 12 101.65 
45 6 103.05 
53 34 101.23 
58 38 99.67 
66 13 102.00 
54 53 97.69 
77 23 102.66 
90 92 98.02 
90 4 97.39 
5 65 100.37 
16 46 98.47 
99 42 99.82 
34 15 98.62 
51 66 94.26 
88 27 96.97 
8 60 98.23 
45 82 100.83 
47 85 100.59 
56 30 98.93 
96 32 98.49 
76 3 99.95 
14 8 97.54 
61 58 99.50 
58 71 100.56 
9 74 103.52 
14 70 100.03 
77 8 99.77 
41 61 97.63 
94 96 100.93 
53 76 99.55 
45 67 100.78 
63 93 97.95 
44 98 102.71 
60 91 100.92 
63 81 100.50 
70 9 99.69 
24 84 99.01 
31 32 103.32 
83 43 102.28 
86 32 99.47 
91 1 95.43 
96 65 100.40 
95 60 97.49 
51 6 100.70 
86 70 99.35 
12 52 100.83 
90 1 101.13 
20 72 102.36 
61 63 102.42 
50 74 96.01 
40 87 100.75 
76 85 99.33 
10 14 96.28 
31 43 101.57 
26 96 101.88 
45 32 97.20 
97 99 100.49 
53 39 97.66 
53 84 99.57 
73 61 99.25 
7 92 99.29 
23 83 96.13 
75 83 101.36 
26 14 98.78 
37 98 97.29 
80 74 101.40 
9 82 101.12 
54 12 97.64 
24 30 100.75 
57 61 98.80 
74 42 98.36 
29 3 99.56 
92 13 98.49 
56 84 96.66 
76 60 98.44 
95 20 100.34 
36 33 102.40 
81 4 100.09 
40 66 101.46 
29 67 101.05 
40 19 104.69 
87 55 98.05 
22 84 98.98 
45 33 100.98 
100 1 102.29 
76 89 98.26 
34 19 97.24 
87 75 99.39 
26 73 103.77 
10 4 99.05 
81 88 99.47 
93 26 100.90 
86 21 100.20 
52 48 98.82 
89 40 99.35 
41 58 96.85 
19 99 100.72 
49 35 102.41 
70 16 99.78 
5 61 101.13 
19 59 96.51 
57 23 97.24 
43 64 103.25 
22 94 98.32 
29 46 101.39 
24 76 98.61 
7 18 99.72 
93 61 96.87 
72 38 98.48 
25 21 101.18 
63 53 100.22 
50 31 99.52 
37 92 102.64 
30 12 103.01 
61 21 101.15 
98 65 102.25 
81 86 100.33 
84 35 98.29 
48 50 97.57 
12 23 97.43 
59 45 98.63 
86 48 99.56 
95 59 99.17 
5 12 101.60 
34 42 95.68 
27 19 97.63 
5 91 95.63 
56 87 102.53 
37 67 98.70 
48 92 103.95 
72 68 101.28 
55 25 101.90 
39 84 104.06 
19 78 99.46 
55 79 101.29 
53 67 100.21 
14 57 101.25 
3 90 102.21 
8 27 99.59 
82 70 101.59 
26 67 99.48 
81 21 103.29 
59 57 99.68 
3 4 96.22 
98 38 101.60 
79 44 99.96 
32 71 100.03 
87 87 99.39 
96 79 101.89 
97 96 100.94 
2 79 96.36 
34 69 101.71 
41 86 100.75 
32 23 97.87 
28 52 98.33 
3 36 99.64 
35 76 100.40 
15 99 100.70 
38 63 102.61 
23 47 103.93 
48 27 99.46 
92 25 97.12 
1 28 102.21 
41 43 96.63 
14 86 98.51 
24 4 96.84 
53 5 97.66 
100 38 100.67 
21 12 99.74 
47 17 99.75 
91 62 98.27 
15 26 101.15 
99 41 100.64 
47 45 100.94 
28 67 99.53 
66 22 103.35 
78 67 97.50 
89 100 98.78 
98 36 101.22 
64 16 101.65 
43 69 100.48 
91 43 101.15 
83 22 100.45 
38 40 103.51 
74 72 100.93 
57 32 99.96 
78 15 99.28 
78 18 102.19 
83 5 102.82 
41 59 98.33 
34 86 101.56 
41 68 97.84 
14 71 95.76 
17 84 102.35 
49 12 100.36 
95 9 97.72 
93 14 100.72 
14 82 99.41 
11 15 100.82 
58 88 99.22 
17 10 97.64 
39 64 96.84 
79 96 99.54 
60 79 100.43 
7 4 102.29 
66 97 101.64 
53 95 102.28 
50 12 103.22 
22 43 99.27 
82 72 99.20 
24 36 100.90 
75 24 98.80 
55 38 99.89 
22 25 98.09 
99 44 101.65 
44 85 102.87 
15 52 100.18 
53 90 104.41 
35 60 100.15 
22 61 100.44 
56 65 99.79 
47 51 101.72 
60 76 99.03 
87 94 101.79 
23 40 100.59 
87 64 99.83 
92 79 101.45 
9 7 99.90 
89 14 101.15 
18 6 95.84 
61 66 100.79 
93 95 97.48 
45 76 101.35 
2 100 100.22 
68 12 101.81 
10 61 101.35 
70 7 96.51 
41 23 100.98 
80 89 102.78 
84 77 95.09 
56 22 99.27 
51 70 100.51 
89 74 100.80 
41 49 96.71 
3 91 100.24 
21 68 97.05 
24 38 99.02 
27 50 94.29 
85 46 103.54 
71 47 102.05 
4 38 104.32 
11 7 101.17 
15 70 97.29 
94 8 100.51 
17 77 98.93 
93 71 101.00 
53 19 101.68 
9 8 101.54 
18 71 101.98 
12 13 98.43 
47 49 97.69 
88 36 101.37 
97 86 97.88 
41 65 99.48 
27 18 102.74 
92 55 102.97 
7 61 100.46 
8 89 98.52 
87 72 99.34 
83 92 98.78 
90 40 97.15 
25 27 99.94 
82 16 102.82 
78 99 100.10 
65 48 97.95 
67 95 100.59 
83 42 98.92 
30 1 97.73 
12 44 98.23 
32 62 101.24 
6 24 101.25 
3 15 100.46 
74 95 101.95 
69 40 103.65 
10 30 104.32 
97 28 102.18 
64 59 100.49 
83 64 98.60 
68 38 98.26 
56 41 102.76 
51 36 101.86 
38 34 99.48 
65 23 100.00 
42 61 98.82 
82 50 103.01 
12 69 99.93 
37 21 97.44 
91 75 98.82 
91 90 103.47 
58 50 99.07 
4 89 100.22 
60 94 106.31 
87 33 99.31 
87 41 101.97 
4 54 99.50 
26 98 99.75 
13 84 99.37 
23 49 102.47 
27 68 100.50 
36 11 100.51 
83 65 101.27 
46 69 102.13 
37 54 101.20 
71 43 102.44 
4 93 99.40 
86 27 99.52 
3 45 98.39 
62 69 96.33 
40 72 103.16 
71 35 103.20 
2 98 99.99 
47 18 102.17 
82 77 102.55 
39 95 100.34 
8 26 99.86 
74 49 95.99 
10 68 103.52 
8 23 102.59 
32 18 99.06 
41 40 102.36 
79 47 101.78 
59 82 101.19 
75 33 97.42 
48 61 100.37 
77 4 98.58 
52 100 101.46 
22 88 98.67 
53 66 98.19 
73 23 99.69 
98 99 98.04 
8 85 101.15 
77 98 99.20 
84 78 103.01 
27 9 102.20 
55 43 102.24 
98 27 101.12 
92 95 100.63 
28 21 98.70 
20 14 100.30 
79 21 98.15 
60 82 98.21 
55 18 97.47 
92 50 95.71 
54 55 100.48 
55 58 98.69 
2 99 100.00 
80 61 98.70 
72 33 96.60 
25 86 100.12 
60 96 103.26 
14 58 101.12 
64 31 98.06 
11 57 102.37 
93 5 101.18 
5 69 102.18 
94 94 100.46 
26 51 101.63 
82 12 98.30 
14 56 99.97 
54 54 100.35 
34 5 97.60 
12 24 95.94 
4 49 100.45 
100 74 103.07 
43 19 100.88 
68 77 98.60 
32 27 99.19 
96 26 101.94 
92 48 103.72 
92 41 101.89 
92 72 97.85 
96 70 100.65 
25 38 100.21 
10 24 97.27 
37 99 102.09 
33 51 97.82 
91 38 97.61 
53 17 101.84 
69 1 103.01 
57 31 102.23 
72 18 101.81 
12 61 102.21 
49 6 101.50 
37 36 98.40 
3 23 102.96 
48 49 99.16 
65 67 98.29 
42 6 99.69 
34 31 100.02 
8 69 99.90 
1 6 99.92 
79 59 103.88 
26 7 101.42 
6 100 100.85 
18 81 100.80 
100 54 97.11 
10 58 97.32 
83 83 102.05 
90 50 101.15 
14 47 101.49 
60 75 98.75 
9 73 97.97 
63 31 100.37 
93 99 98.45 
28 24 97.50 
87 9 100.39 
22 1 97.92 
84 32 101.73 
17 30 99.25 
65 3 99.37 
53 22 100.49 
72 17 99.78 
22 76 102.44 
86 20 99.78 
15 55 99.72 
13 40 98.21 
88 41 100.12 
65 84 100.46 
16 27 97.28 
67 43 103.99 
93 23 99.81 
13 7 98.15 
11 61 101.78 
39 80 101.03 
96 41 103.92 
76 36 99.23 
38 54 100.89 
90 60 102.32 
65 64 95.35 
17 3 99.95 
4 71 98.76 
76 23 98.72 
51 69 97.37 
62 56 100.81 
87 38 101.93 
67 31 104.04 
57 89 97.60 
77 28 96.15 
27 90 98.21 
11 50 101.75 
84 72 98.21 
21 79 101.12 
16 3 99.51 
42 51 100.69 
32 4 100.73 
73 79 101.97 
47 98 98.52 
23 59 97.21 
51 26 97.95 
16 89 96.26 
71 30 101.48 
27 22 100.32 
77 68 98.09 
95 64 99.59 
56 29 97.56 
29 57 99.72 
40 11 98.35 
66 32 99.57 
27 75 100.18 
74 55 97.64 
46 55 100.07 
74 66 97.64 
76 91 103.66 
28 34 99.03 
50 34 103.39 
40 63 100.18 
54 6 95.78 
68 89 100.05 
42 22 97.15 
24 9 96.11 
49 56 101.51 
37 53 98.08 
34 87 102.09 
39 52 99.59 
35 94 100.40 
85 41 99.95 
2 25 102.23 
48 98 100.80 
93 31 98.97 
29 48 98.13 
77 92 101.92 
40 84 99.09 
14 34 98.60 
90 94 101.76 
8 7 98.99 
6 15 101.91 
64 29 98.39 
33 61 104.76 
59 40 100.36 
53 47 101.81 
6 61 101.11 
5 43 94.51 
96 61 98.42 
44 87 99.69 
30 25 98.36 
21 5 99.74 
39 68 100.08 
2 28 97.67 
9 51 100.56 
4 42 98.17 
45 98 97.58 
69 78 100.93 
70 81 101.51 
32 55 99.37 
86 93 101.90 
58 37 100.91 
54 49 101.68 
14 12 100.70 
89 96 99.72 
36 59 102.96 
93 41 98.59 
44 13 99.75 
77 56 97.53 
92 6 100.09 
39 36 101.82 
41 85 99.19 
31 23 99.98 
72 7 100.07 
25 59 100.61 
80 45 100.70 
82 45 99.98 
14 53 97.79 
31 98 99.02 
83 35 100.84 
32 5 102.84 
2 82 99.64 
40 99 100.09 
37 91 95.32 
69 99 101.25 
4 80 102.66 
4 21 100.46 
17 48 100.87 
25 60 100.31 
54 87 100.52 
88 29 96.78 
38 89 100.93 
84 47 102.01 
34 8 100.60 
67 10 99.22 
12 34 99.81 
19 5 98.51 
40 58 99.73 
20 25 101.44 
31 88 98.55 
2 95 100.46 
71 8 102.42 
65 77 101.94 
25 23 99.41 
1 49 94.59 
39 71 98.51 
53 23 98.53 
18 18 101.09 
22 41 98.69 
16 71 97.26 
65 82 98.97 
68 6 98.84 
100 56 98.62 
28 6 100.57 
34 13 100.85 
55 92 96.04 
52 78 96.04 
35 15 98.68 
5 88 102.68 
86 81 102.35 
59 61 99.19 
88 19 95.32 
51 4 102.97 
68 67 100.51 
87 88 98.62 
3 52 100.00 
19 87 97.80 
39 23 97.37 
65 94 98.20 
29 9 100.44 
69 80 100.97 
10 76 99.37 
94 54 101.69 
72 26 103.82 
70 97 102.33 
99 48 101.21 
42 69 100.97 
39 59 99.92 
6 39 102.16 
82 60 97.56 
3 27 99.55 
91 36 97.16 
14 26 101.06 
88 47 98.49 
32 91 100.65 
80 67 101.08 
59 56 100.57 
29 78 103.42 
40 92 99.40 
45 1 103.37 
60 2 101.62 
79 87 98.08 
15 32 97.37 
13 50 97.50 
35 98 102.21 
22 13 99.72 
38 32 98.42 
27 53 106.39 
30 46 99.80 
56 7 100.55 
55 37 98.68 
82 65 96.79 
40 91 100.69 
7 8 102.48 
41 78 97.67 
8 61 98.43 
58 18 101.96 
19 53 100.85 
28 16 99.00 
71 38 99.49 
87 93 98.89 
28 36 99.54 
83 16 98.65 
66 50 98.78 
54 26 102.81 
67 91 99.63 
60 45 100.48 
4 77 96.97 
50 83 103.23 
76 62 97.53 
16 38 101.82 
61 80 98.68 
34 7 99.81 
50 7 98.11 
93 56 101.99 
95 72 101.07 
1 3 102.97 
96 24 101.06 
72 82 101.63 
60 61 98.57 
49 68 100.39 
82 49 97.81 
82 46 100.20 
66 27 101.72 
13 60 99.64 
65 1 97.64 
98 74 101.63 
55 26 101.62 
51 72 103.41 
62 80 96.74 
52 42 99.21 
34 41 99.53 
12 20 104.26 
68 25 97.37 
89 54 99.06 
2 42 98.76 
62 16 102.93 
100 45 102.83 
56 54 102.07 
13 85 102.41 
94 11 99.31 
27 63 100.37 
23 9 99.39 
97 90 101.19 
63 12 102.67 
67 96 99.59 
21 16 97.26 
17 42 97.21 
42 20 102.52 
82 33 102.34 
16 65 101.82 
88 20 103.84 
44 38 98.84 
75 89 98.59 
98 43 100.93 
90 62 102.34 
12 62 100.52 
32 29 98.55 
46 12 103.06 
24 19 97.10 
98 72 99.24 
46 57 96.80 
21 74 97.73 
43 84 100.71 
62 76 97.84 
30 53 101.14 
85 38 98.11 
32 67 101.96 
82 37 101.84 
47 84 99.26 
64 61 97.88 
67 61 99.74 
48 66 100.04 
90 53 98.28 
34 24 99.90 
62 22 100.05 
53 59 103.14 
66 54 98.42 
19 73 102.34 
10 51 104.25 
23 34 100.79 
11 25 98.53 
42 3 98.36 
42 21 99.11 
38 26 97.65 
78 69 99.53 
13 70 98.71 
47 16 101.18 
74 100 99.09 
37 12 102.05 
7 12 102.56 
11 64 99.75 
2 77 100.19 
56 6 100.83 
80 79 98.80 
92 17 101.75 
85 54 105.97 
16 39 99.56 
33 91 98.52 
39 28 99.34 
100 35 98.98 
39 51 100.51 
54 47 97.98 
62 32 102.31 
15 36 101.67 
81 91 99.22 
45 65 99.73 
60 13 100.25 
43 81 100.03 
54 90 100.12 
17 41 97.49 
48 10 100.60 
34 46 102.27 
91 57 97.69 
57 49 98.81 
86 34 99.92 
9 57 99.42 
90 58 100.50 
19 28 99.48 
84 28 102.90 
25 100 102.88 
9 63 100.91 
97 62 99.21 
52 31 100.43 
28 55 99.26 
67 60 99.49 
78 1 97.24 
22 57 98.38 
30 85 99.97 
97 30 99.56 
43 36 102.41 
90 99 100.13 
84 74 102.18 
43 14 100.13 
48 96 98.37 
38 13 103.26 
93 53 102.14 
65 11 102.91 
47 11 103.28 
82 55 99.47 
1 2 98.62 
34 14 101.17 
9 10 103.46 
18 96 102.67 
98 96 103.04 
13 72 100.45 
41 22 97.78 
82 94 99.25 
74 89 100.31 
38 27 100.37 
76 57 99.36 
9 35 98.37 
66 35 102.73 
69 26 100.58 
80 6 102.76 
96 44 101.25 
31 58 100.93 
97 92 101.15 
39 100 97.86 
83 70 99.83 
20 36 102.47 
89 83 102.73 
88 62 105.70 
94 33 98.78 
37 44 98.24 
11 34 97.71 
15 43 100.19 
72 99 96.17 
11 47 101.02 
76 88 104.79 
54 28 96.95 
47 75 104.91 
14 4 99.46 
55 42 100.82 
22 75 98.96 
39 10 99.58 
21 18 101.32 
25 7 98.84 
80 8 99.41 
43 38 100.13 
35 47 96.66 
22 45 104.59 
7 9 100.10 
91 53 98.73 
52 35 99.08 
53 61 100.21 
65 57 100.04 
5 52 101.88 
42 50 102.56 
29 7 102.80 
47 42 103.44 
10 32 100.46 
73 51 100.12 
66 20 94.58 
40 56 102.54 
70 61 101.68 
24 16 99.96 
36 79 94.98 
91 80 100.88 
46 4 100.74 
26 33 100.85 
49 72 98.09 
65 30 103.62 
35 26 101.91 
87 80 102.83 
62 30 98.12 
40 71 99.10 
69 67 100.39 
35 28 98.52 
73 60 96.15 
28 46 96.93 
61 44 98.67 
57 13 96.21 
92 100 96.48 
64 52 99.27 
20 31 99.82 
8 91 104.61 
71 1 96.84 
66 63 97.95 
96 56 101.85 
98 54 101.32 
57 63 102.43 
68 46 99.21 
93 78 100.39 
30 73 100.02 
86 19 101.25 
85 63 101.29 
85 40 103.28 
52 25 99.52 
83 90 97.70 
85 8 100.56 
84 43 104.57 
65 21 101.13 
81 34 100.84 
2 74 97.01 
45 19 97.45 
6 35 99.47 
54 51 95.32 
55 59 102.31 
61 88 98.86 
90 44 99.45 
62 44 99.77 
11 65 101.14 
14 21 101.03 
61 47 98.99 
7 84 98.99 
99 35 100.50 
66 80 97.95 
35 39 100.33 
29 69 101.91 
22 40 98.59 
86 44 102.20 
34 20 96.57 
55 70 99.78 
75 4 100.39 
27 10 97.10 
95 35 99.19 
48 2 96.26 
27 45 99.95 
24 51 101.83 
39 12 98.66 
5 29 97.21 
80 38 100.64 
66 82 99.73 
80 37 98.14 
39 87 99.55 
62 94 103.72 
32 90 97.59 
10 56 101.00 
13 48 101.61 
55 62 96.96 
28 96 98.27 
61 27 100.65 
40 75 98.63 
89 78 98.60 
90 91 99.34 
98 24 98.06 
22 53 100.75 
27 79 103.73 
60 92 98.95 
11 9 101.00 
63 59 97.33 
98 46 101.61 
40 49 93.82 
82 92 100.74 
97 97 96.60 
76 61 99.54 
67 71 100.92 
50 86 100.69 
4 85 99.19 
87 59 101.14 
69 19 101.23 
80 55 97.76 
53 100 106.83 
50 1 99.56 
14 52 101.36 
80 94 96.51 
66 93 101.68 
86 68 102.74 
87 40 101.90 
62 54 102.52 
58 24 100.85 
85 69 99.53 
78 29 99.42 
59 95 99.22 
62 9 100.59 
39 54 98.62 
16 72 99.43 
48 21 100.14 
11 85 98.31 
15 67 99.30 
12 97 99.14 
52 47 102.60 
100 65 100.87 
40 65 99.68 
86 69 100.93 
51 32 101.72 
48 64 96.76 
82 52 103.21 
21 100 100.07 
84 33 101.42 
99 74 103.20 
18 66 99.72 
26 39 102.27 
10 3 98.39 
69 41 98.41 
33 57 96.99 
9 68 100.30 
66 81 103.93 
52 86 100.62 
42 32 100.83 
30 89 100.30 
53 74 99.74 
33 56 99.27 
33 76 97.93 
81 46 98.19 
42 15 99.83 
65 26 103.69 
12 12 98.86 
79 95 99.82 
70 74 102.93 
14 32 103.18 
51 44 102.77 
74 38 103.58 
47 93 99.73 
27 59 101.22 
17 79 101.05 
36 25 101.95 
21 31 94.62 
64 40 98.70 
27 39 101.02 
3 77 101.56 
38 67 96.98 
45 2 100.58 
29 23 100.92 
23 11 103.74 
64 28 102.87 
31 21 98.40 
92 60 99.63 
26 40 99.27 
71 23 96.81 
35 88 96.93 
85 23 102.32 
55 10 99.94 
19 41 99.22 
47 25 101.75 
100 58 100.81 
95 85 102.95 
65 90 100.07 
5 80 100.61 
22 5 101.11 
96 45 100.11 
35 25 99.13 
9 30 101.81 
47 95 102.27 
85 87 100.09 
13 1 100.93 
100 22 102.03 
33 20 101.26 
56 12 102.46 
83 38 100.42 
71 72 97.48 
1 89 102.68 
51 45 97.83 
90 70 96.14 
13 31 104.26 
72 58 99.30 
26 58 100.63 
99 23 100.49 
43 85 101.83 
71 44 100.86 
6 34 98.75 
66 8 98.50 
27 85 99.89 
97 80 99.34 
97 37 100.58 
64 63 96.54 
41 38 104.43 
61 37 100.02 
43 3 102.20 
85 15 101.03 
23 92 100.84 
31 87 100.55 
17 59 106.00 
24 17 98.18 
100 29 100.45 
8 97 102.14 
28 13 98.92 
8 62 100.47 
1 37 102.08 
69 66 97.42 
78 20 101.97 
41 1 101.89 
28 18 99.50 
63 91 99.71 
71 17 99.57 
86 29 97.96 
38 86 101.61 
81 18 98.76 
33 50 100.58 
29 80 101.50 
77 31 98.54 
52 74 97.24 
10 98 102.25 
80 57 100.89 
3 70 100.53 
26 43 102.23 
73 68 101.49 
31 44 98.70 
30 93 99.47 
62 7 98.00 
42 99 98.73 
18 78 105.12 
75 16 98.85 
81 43 99.10 
40 15 100.97 
15 30 102.39 
15 66 100.74 
81 71 103.02 
28 22 99.17 
50 56 100.40 
62 20 98.79 
77 87 101.24 
74 44 100.03 
81 30 104.87 
36 39 102.38 
67 27 99.39 
18 20 97.71 
6 14 98.75 
81 72 96.10 
49 67 101.09 
32 80 100.77 
51 83 96.33 
88 94 99.69 
49 11 103.77 
85 10 100.70 
45 66 101.72 
40 74 99.25 
40 47 97.47 
58 60 96.52 
7 7 100.29 
38 38 98.42 
63 24 99.91 
59 79 97.25 
97 95 96.05 
46 19 103.36 
36 41 100.17 
96 68 101.76 
87 13 101.77 
24 90 102.01 
14 75 102.40 
13 22 100.42 
66 3 99.44 
50 23 104.45 
75 61 100.79 
70 90 100.12 
11 99 96.55 
32 41 103.58 
57 99 100.87 
100 40 101.17 
74 63 102.03 
6 58 98.08 
15 44 100.04 
31 20 100.90 
24 22 99.35 
79 86 98.92 
38 47 101.60 
42 54 103.80 
36 89 102.14 
26 91 98.89 
56 93 97.51 
29 62 97.95 
91 47 100.46 
50 44 100.53 
62 35 104.04 
17 15 98.51 
100 12 101.01 
31 71 97.40 
93 86 102.51 
29 82 97.43 
73 78 102.83 
76 12 99.03 
31 72 102.06 
75 96 99.00 
36 76 98.86 
68 35 101.24 
97 3 98.81 
43 93 99.87 
39 4 99.20 
65 54 102.02 
44 26 100.93 
60 98 100.42 
43 53 100.27 
70 82 96.78 
45 37 100.13 
98 42 99.95 
21 60 98.95 
12 91 100.83 
4 28 98.62 
46 93 101.58 
93 54 98.53 
61 93 100.08 
69 32 100.69 
9 24 102.73 
56 28 100.13 
17 35 100.07 
55 49 99.71 
33 7 98.69 
30 84 99.24 
21 54 103.28 
84 36 103.61 
3 13 98.81 
37 90 99.69 
6 59 100.14 
94 74 100.38 
55 11 101.41 
55 69 101.13 
35 71 100.92 
20 40 101.34 
